x;value
1.037;0.036332
1.038;0.037296
1.039;0.038259
1.040;0.039221
1.041;0.040182
1.042;0.041142
1.043;0.042101
1.044;0.043059
1.045;0.044017
1.046;0.044973
1.047;0.045929
1.048;0.046884
1.049;0.047837
1.050;0.048790
1.051;0.049742
1.052;0.050693
1.053;0.051643
1.054;0.052592
1.055;0.053541
1.056;0.054488
1.057;0.055435
1.058;0.056380
1.059;0.057325
1.060;0.058269
1.061;0.059212
1.062;0.060154
1.063;0.061095
1.064;0.062035
1.065;0.062975
1.066;0.063913
1.067;0.064851
1.068;0.065788
1.069;0.066724
1.070;0.067659
1.071;0.068593
1.072;0.069526
1.073;0.070458
1.074;0.071390
1.075;0.072321
1.076;0.073250
1.077;0.074179
1.078;0.075107
1.079;0.076035
1.080;0.076961
1.081;0.077887
1.082;0.078811
1.083;0.079735
1.084;0.080658
1.085;0.081580
1.086;0.082501
1.087;0.083422
1.088;0.084341
1.089;0.085260
1.090;0.086178
1.091;0.087095
1.092;0.088011
1.093;0.088926
1.094;0.089841
1.095;0.090754
1.096;0.091667
1.097;0.092579
1.098;0.093490
1.099;0.094401
1.100;0.095310
1.101;0.096219
1.102;0.097127
1.103;0.098034
1.104;0.098940
1.105;0.099845
1.106;0.100750
1.107;0.101654
1.108;0.102557
1.109;0.103459
1.110;0.104360
1.111;0.105261
1.112;0.106160
1.113;0.107059
1.114;0.107957
1.115;0.108854
1.116;0.109751
1.117;0.110647
1.118;0.111541
1.119;0.112435
1.120;0.113329
1.121;0.114221
1.122;0.115113
1.123;0.116004
1.124;0.116894
1.125;0.117783
1.126;0.118672
1.127;0.119559
1.128;0.120446
1.129;0.121332
1.130;0.122218
1.131;0.123102
1.132;0.123986
1.133;0.124869
1.134;0.125751
1.135;0.126633
1.136;0.127513
1.137;0.128393
1.138;0.129272
1.139;0.130151
1.140;0.131028
1.141;0.131905
1.142;0.132781
1.143;0.133656
1.144;0.134531
1.145;0.135405
1.146;0.136278
1.147;0.137150
1.148;0.138021
1.149;0.138892
1.150;0.139762
1.151;0.140631
