x;value
-8.792;-1.690940
-8.791;-1.688638
-8.790;-1.686344
-8.789;-1.684058
-8.788;-1.681780
-8.787;-1.679510
-8.786;-1.677248
-8.785;-1.674993
-8.784;-1.672746
-8.783;-1.670507
-8.782;-1.668276
-8.781;-1.666052
-8.780;-1.663835
-8.779;-1.661627
-8.778;-1.659425
-8.777;-1.657232
-8.776;-1.655045
-8.775;-1.652866
-8.774;-1.650695
-8.773;-1.648531
-8.772;-1.646374
-8.771;-1.644224
-8.770;-1.642082
-8.769;-1.639946
-8.768;-1.637818
-8.767;-1.635698
-8.766;-1.633584
-8.765;-1.631477
-8.764;-1.629378
-8.763;-1.627285
-8.762;-1.625200
-8.761;-1.623121
-8.760;-1.621049
-8.759;-1.618985
-8.758;-1.616927
-8.757;-1.614876
-8.756;-1.612831
-8.755;-1.610794
-8.754;-1.608763
-8.753;-1.606739
-8.752;-1.604722
-8.751;-1.602711
-8.750;-1.600707
-8.749;-1.598710
-8.748;-1.596719
-8.747;-1.594734
-8.746;-1.592757
-8.745;-1.590785
-8.744;-1.588820
-8.743;-1.586862
-8.742;-1.584910
-8.741;-1.582964
-8.740;-1.581025
-8.739;-1.579092
-8.738;-1.577165
-8.737;-1.575245
-8.736;-1.573331
-8.735;-1.571423
-8.734;-1.569521
-8.733;-1.567626
-8.732;-1.565736
-8.731;-1.563853
-8.730;-1.561976
-8.729;-1.560104
-8.728;-1.558239
-8.727;-1.556380
-8.726;-1.554527
-8.725;-1.552680
-8.724;-1.550838
-8.723;-1.549003
-8.722;-1.547174
-8.721;-1.545350
-8.720;-1.543532
-8.719;-1.541720
-8.718;-1.539914
-8.717;-1.538114
-8.716;-1.536319
-8.715;-1.534530
-8.714;-1.532747
-8.713;-1.530969
-8.712;-1.529197
-8.711;-1.527431
-8.710;-1.525670
-8.709;-1.523915
-8.708;-1.522165
-8.707;-1.520421
-8.706;-1.518683
-8.705;-1.516950
-8.704;-1.515222
-8.703;-1.513500
-8.702;-1.511783
-8.701;-1.510072
-8.700;-1.508366
-8.699;-1.506665
-8.698;-1.504970
-8.697;-1.503280
-8.696;-1.501595
-8.695;-1.499916
-8.694;-1.498241
-8.693;-1.496573
-8.692;-1.494909
-8.691;-1.493250
-8.690;-1.491597
-8.689;-1.489949
-8.688;-1.488306
-8.687;-1.486668
-8.686;-1.485035
-8.685;-1.483407
-8.684;-1.481784
-8.683;-1.480166
-8.682;-1.478553
-8.681;-1.476946
-8.680;-1.475343
-8.679;-1.473745
-8.678;-1.472152
